player,school,gp,mpg,bpm,class,birthdate,pick
Tyran Cook,Indiana St.,7,8.9222,-5.98977,So,2004-10-15,
Koree Cotton,Jacksonville St.,33,25.5833,1.8407,So,2004-10-15,
Michael Belle,VCU,34,12.6971,0.639527,So,2003-12-23,
AJ Clark,VMI,29,21.4531,3.71527,So,2004-10-15,
Stephen Olowoniyi,Southern Indiana,28,26.9967,-2.55039,So,2004-10-15,
Walker Andrews,VMI,11,10.5267,-10.4114,Fr,2004-10-15,
Greg Gordon,UAB,6,13.0286,-6.26831,Sr,2002-10-15,
Augustinas Kiudulas,VMI,29,29.2677,-2.14384,So,2003-07-28,
Julius Mims,Idaho,29,20.6032,1.50678,Sr,2002-10-15,
Tyler Mrus,Idaho,29,29.4000,-1.75142,Jr,2003-10-15,
Quinn Denker,Northern Colorado,31,21.5909,-0.859634,Sr,2002-10-15,
EJ Neal,Sacramento St.,29,25.9656,-1.79349,Sr,2001-03-06,
Cooper Bean,Indiana St.,7,3.4889,-7.16647,So,2004-10-15,
Eli Rice,Penn St.,1,7.0000,-16.4998,So,2004-10-15,
Marcel Bryant,Prairie View A&M,30,26.5355,-5.1241,So,2004-10-15,
Reid Lovelace,Oklahoma,6,1.0833,-14.6221,Jr,2003-10-15,
JT Warren,Northwestern St.,29,14.0677,-1.83746,Jr,2002-10-15,
Leeroy Odiahi,Western Kentucky,29,14.6452,0.67156,Jr,2002-01-18,
Lincoln Palbicki,Nebraska Omaha,7,1.6125,1.73168,So,2002-10-15,
Jailen Bedford,UNLV,33,23.3333,-0.31441,Sr,2002-10-15,
Tariq Francis,NJIT,27,34.6778,-2.17895,So,2004-10-15,
Cornelius Robinson Jr.,Monmouth,33,23.6970,0.286285,So,2004-10-15,
Cameron Piggee,NJIT,27,11.2714,-7.91094,So,2004-10-15,
Jake Goldberg,NJIT,8,20.0375,-4.06117,So,2004-10-15,
Sebastian Robinson,NJIT,28,32.9759,-8.28898,So,2004-10-15,
Brady Dunlap,St. John's,10,16.4900,3.69237,So,2003-09-25,
Duane Thompson,St. Bonaventure,23,9.7167,-3.38544,Fr,2004-10-15,
Miles Rose,St. Bonaventure,14,3.7733,-11.4056,So,2004-10-15,
Luther Smith,Southern Indiana,8,3.6000,-9.15695,So,2004-10-15,
Kennard Davis Jr.,Southern Illinois,30,34.1000,1.37404,So,2005-01-20,
Sheridan Sharp,Southern Illinois,25,17.6885,-4.78404,So,2004-10-15,
BJ Ward,Southeast Missouri St.,30,28.3333,-1.86308,So,2004-10-15,
Kachi Nzeh,Penn St.,29,11.2828,-1.44384,So,2004-01-15,
Kamari Jones,Western Carolina,2,2.8000,-7.94847,So,2004-10-15,
Dailyn Swain,Xavier,34,28.4735,6.8022,So,2005-07-15,15
Reid Ducharme,Siena,25,13.3320,-4.89691,Fr,2004-02-14,
Dante DePante,Youngstown St.,7,4.6000,-4.09629,Fr,2004-10-15,
Christian Kirkland,Youngstown St.,27,8.0690,-1.36574,Fr,2004-10-15,
Gabe Dynes,Youngstown St.,32,21.7559,4.00034,So,2004-05-25,
Jack Edelen,Western Kentucky,25,11.9148,-2.12197,So,2004-10-15,
Osiris Grady,Utah Valley,30,17.9812,-4.10605,So,2004-10-15,
Kahlil Singleton,Holy Cross,24,18.5600,-4.76282,So,2004-10-15,
Jayden Henriquez,Hofstra,1,2.6500,-6.55428,So,2004-10-15,
DeAndre Williams,Holy Cross,26,29.1464,-4.89074,So,2004-10-15,
KiJan Robinson,Hofstra,28,15.6767,-7.90658,So,2004-10-15,
Silas Demary Jr.,Georgia,33,31.4758,5.35493,So,2004-06-29,
Dylan James,Georgia,32,13.6437,3.23022,So,2004-09-06,
Joe Nugent,Holy Cross,29,33.4065,-2.99223,So,2004-10-15,
Parker Strauss,UC Riverside,24,13.3077,-0.802447,Fr,2004-10-15,
Jordan Clayton,Northwestern,10,20.6600,-0.329284,So,2004-10-15,
Dez White,Missouri St.,29,34.2806,0.286269,So,2004-10-15,
Blake Barkley,Northwestern,4,3.2000,-12.6469,Fr,2004-05-05,
Kaleb Glenn,Florida Atlantic,33,25.7559,1.13153,So,2004-11-08,
Curtis Williams Jr.,Georgetown,33,15.3970,-3.09943,So,2004-11-25,
Ty-Laur Johnson,Wake Forest,29,23.5345,-0.754901,So,2004-02-11,
Greg Spate,Chicago St.,14,8.3500,-9.3393,So,2004-10-15,
Joshua Ingram,Lehigh,28,26.0867,-1.28332,So,2004-10-15,
Jake Pike,Lehigh,6,2.6500,-10.8306,So,2004-10-15,
Sultan Adewale,Albany,12,11.7571,-5.50068,So,2003-11-19,
Cam Gillus,Lehigh,27,30.6517,-0.914089,So,2004-10-15,
Dylan Saunders,New Hampshire,29,12.4065,-5.89674,So,2004-10-15,
Ametri Moss,North Florida,29,13.4710,-6.58908,Sr,2002-10-15,
George Marshall,Morehead St.,28,19.4581,-4.18078,Jr,2003-10-15,
Amar Kuljuhovic,North Dakota,30,24.5939,0.279006,Sr,2002-10-15,
Deng Mayar,North Dakota,26,20.1552,-2.37558,Sr,2002-10-15,
Jeremiah Burke,North Dakota St.,11,8.3000,-7.7486,Sr,2002-10-15,
Jonathan Ogunfuye,Mount St. Mary's,2,2.5000,-3.27205,Fr,2004-10-15,
De'Shayne Montgomery,Georgia,17,15.5118,-0.493258,So,2004-10-15,
George Washington III,Richmond,8,5.1444,-7.71988,So,2003-12-19,
Maurice Thomas,Milwaukee,3,1.8400,-1.13489,Fr,2004-10-15,
Makuei Riek,Fairfield,18,6.8895,-9.18598,So,2004-10-15,
Reece Potter,Miami OH,28,17.0267,0.986223,So,2004-10-15,
Blake Anderson,Miami OH,3,2.3600,-25.474,So,2004-10-15,
Chris Loofe,Middle Tennessee,32,13.5147,-1.15296,So,2004-07-10,
Harrison Hochberg,Michigan,6,1.3333,3.28707,So,2003-09-23,
Bailey Nunn,Sacramento St.,27,29.1333,-8.11956,So,2004-10-15,
Ruben Rodriguez,Rider,32,24.0563,-5.99564,So,2005-01-04,
Ife West-Ingram,Rider,26,12.6423,-3.07894,So,2004-10-15,
Alvaro Folgueiras,Robert Morris,34,29.2657,7.98919,So,2005-04-01,
Armoni Zeigler,Saint Peter's,26,30.5519,-1.29057,So,2004-10-15,
AJ LaBeau,Cornell,5,2.8143,-8.90398,So,2004-10-15,
Solomon Callaghan,Wright St.,31,22.9187,-4.30585,Fr,2004-10-15,
Parker Gerrits,Washington St.,32,9.2562,-1.58078,Fr,2004-10-15,
Isaiah Watts,Washington St.,23,28.7696,1.48779,So,2004-10-15,
Spencer Mahoney,California,27,6.2481,-4.09277,Fr,2004-06-04,
Myles Rigsby,Troy,31,28.2061,1.16331,So,2005-02-07,
Victor Valdes,Troy,32,16.8000,-0.424384,So,2004-06-18,
Thomas Dowd,Troy,32,25.3029,3.46211,So,2004-10-15,
Marcus Rigsby Jr.,Troy,32,21.4441,-2.17888,Jr,2003-10-15,
Jarred Hall,Middle Tennessee,1,5.5000,-48.5553,So,2004-10-15,
Maki Johnson,East Tennessee St.,30,17.5656,-0.436707,So,2004-10-15,
Jaden Harris,New Mexico St.,29,17.6844,1.21224,Sr,2002-10-15,
TJ NeSmith,Radford,29,14.4065,-0.165527,Sr,2001-10-15,
Clayton Southwick,Stephen F. Austin,18,11.4714,-2.11259,Sr,2002-10-15,
Jamal Albritton,North Alabama,1,14.1000,-10.447,Sr,2002-10-15,
Jake Davis,Illinois,32,9.4531,3.10456,So,2004-11-02,
Michael Nwoko,Mississippi St.,34,15.3765,4.3563,So,2004-10-21,
David Thomas,DePaul,27,15.0852,-2.97938,So,2004-10-15,
Jerone Morton,Morehead St.,24,29.5462,-0.70648,So,2004-10-15,
Mikey Williams,UCF,18,13.9833,-1.60618,Fr,2004-06-26,
JJ Taylor,UCF,25,13.7760,-0.78522,So,2004-12-27,
Anthony Benard,Canisius,31,29.8452,-5.4824,So,2004-10-15,
Ashton Hardaway,Saint Mary's,32,9.5545,3.32439,So,2004-07-21,
Eddie Ricks III,James Madison,30,26.0375,0.304929,So,2004-10-15,
Tyler Ringgold,Tulane,27,10.9862,-6.95731,Fr,2004-10-15,
Bryce Lindsay,James Madison,29,29.5323,1.95188,So,2004-10-15,
Chris Fields Jr.,Norfolk St.,23,17.7292,0.18122,So,2005-04-09,
Jordan Leaks,Norfolk St.,19,6.9591,-2.28722,So,2004-10-15,
Cameron Barnes,Illinois St.,16,6.1529,0.745184,Fr,2004-04-30,
Rashaud Marshall,Arkansas St.,34,17.3800,0.134651,So,2004-08-05,
Jordan Pickett,SIU Edwardsville,31,11.7706,-3.70166,So,2004-10-15,
Tai Hamilton,Winthrop,25,7.8643,-3.80753,So,2004-10-15,
Quentin Meza,Idaho St.,18,7.3762,-10.7783,So,2004-10-15,
Blaze Angellotti,Saint Francis,1,3.5750,-7.19571,So,2004-10-15,
Eli Wilborn,Duquesne,27,12.8000,2.32413,So,2004-10-15,
Aidan Harris,Saint Francis,28,9.0419,-2.03588,So,2004-10-15,
Miles Heide,San Diego St.,29,16.5567,3.04132,So,2004-09-08,
BJ Davis,San Diego St.,30,23.9968,3.46636,So,2004-10-15,
Kam Burton,Southeastern Louisiana,29,17.9419,-2.67655,So,2004-10-15,
Malachi Brown,Georgia St.,32,29.7152,-0.67247,So,2004-10-15,
Eli DeLaurier,Providence,22,5.7636,-0.668264,Fr,2005-02-22,
Tan Yildizoglu,VMI,29,29.1437,-6.74982,So,2004-01-01,
Latrell Davis,San Jose St.,33,25.3429,-0.331774,So,2005-04-22,
Will Lange,Saint Joseph's,9,1.9444,-12.9124,So,2004-10-15,
Asher Boney,Southeastern Louisiana,19,5.4714,-6.02576,Fr,2004-10-15,
Jordan Martin,North Carolina A&T,3,5.4000,-8.36613,Jr,2003-10-15,
Landon Glasper,North Carolina A&T,20,35.8143,-3.69751,Jr,2003-10-15,
Donovan Sanders,Mississippi Valley St.,27,32.6207,-9.75348,Sr,2002-10-15,
Jerry Deng,Florida St.,31,15.3742,0.398063,So,2004-02-19,
Donovan Raymond,Old Dominion,18,7.2850,-3.24742,So,2004-10-15,
Chris Johnson,Stephen F. Austin,1,17.0667,-10.5067,So,2004-07-13,
Landen Babusiak,Stetson,10,4.6250,-8.86207,So,2004-10-15,
Luke Stansbury,Stephen F. Austin,1,1.3250,-35.0686,So,2004-10-15,
Devon Pryor,Texas,23,12.0913,2.61559,So,2005-03-16,
Alex Doyle,Stetson,18,8.8600,-7.24714,So,2004-02-09,
Jordan Ross,Saint Mary's,34,26.7229,2.7848,So,2004-11-16,
Tucker Anderson,Utah St.,33,16.8971,1.8568,So,2004-10-15,
Brandon Baffone,Delaware,4,1.9500,-6.364,So,2004-10-15,
Casey O'Malley,Marquette,5,1.4000,-15.8517,So,2003-10-15,
AC Bryant,Alabama A&M,28,24.2871,0.829689,Jr,2003-10-15,
Kycen Pruett,Marshall,2,5.1667,-13.3493,So,2004-10-15,
Logan Carey,Maine,29,10.6935,-7.78796,So,2004-10-15,
Aaron McBride,Loyola Marymount,31,16.8031,5.1387,So,2004-10-15,
Tre Norman,Marquette,34,8.9206,-1.65188,So,2004-10-15,
Isaac Bonilla,Maine,10,5.6250,-6.53744,So,2004-10-15,
Zaide Lowery,Marquette,31,15.7710,1.79631,So,2004-10-15,
Jahnathan Lamothe,North Carolina A&T,31,36.2188,-3.10513,So,2004-10-15,
DeShawn Harris-Smith,Maryland,36,15.4250,1.78764,So,2004-08-10,
Braden Pierce,Maryland,5,7.2200,8.85498,So,2004-10-15,
Michael Teal,South Carolina St.,30,17.1576,-4.66243,Sr,2002-10-15,
James Marrow,South Carolina St.,27,10.0033,-5.81239,So,2004-10-15,
Wilson Dubinsky,South Carolina St.,30,18.9091,0.801103,Sr,2001-10-15,
Calum Rutherfurd,Montana St.,5,1.5833,-35.2215,So,2004-10-15,
Quinn Peters,Monmouth,12,1.6333,-6.4576,So,2004-10-15,
Jack Leahy,Monmouth,11,1.6727,-8.59809,So,2004-10-15,
Corey Miller,Monmouth,14,1.7500,-16.8934,So,2004-10-15,
Trent Pierce,Missouri,33,17.0667,6.73007,So,2004-10-22,
Cedric Lath,Houston,20,5.6100,5.75176,So,2004-10-15,
Freddie Dilione V,Penn St.,31,24.5839,-0.0465374,So,2004-04-13,
Julian Gabbidon,Navy,1,0.8000,2.26668,So,2004-10-15,
Jordan Pennick,Navy,33,27.2676,-5.11868,So,2004-10-15,
Jack Medalie,Navy,13,10.3429,-7.21515,So,2004-10-15,
Carnegie Johnson,Navy,32,8.3182,-6.64199,So,2004-10-15,
Jinwoo Kim,Navy,33,25.9441,-5.39213,So,2004-10-15,
Cam Cole,Navy,25,9.8808,-6.43856,So,2004-10-15,
Ryan Hurst,Detroit Mercy,4,4.4200,-13.4131,Fr,2004-10-15,
Nyles Howard,Navy,1,3.0000,-8.19404,So,2004-10-15,
Kyle Pock,Northern Iowa,31,9.8938,-2.86605,So,2004-10-15,
Kade Douglas,UT Arlington,27,13.9286,-2.96735,So,2004-10-15,
Wes Rubin,Northern Iowa,13,2.5000,-11.3615,Fr,2004-10-15,
RJ Taylor,Northern Iowa,7,21.3500,-1.49493,So,2004-10-15,
Shane Anthony,UNC Wilmington,4,2.6800,-9.35486,So,2004-10-15,
Layden Blocker,DePaul,33,25.4485,1.23691,So,2005-07-02,
Baye Fall,Kansas St.,4,6.5250,-2.60813,So,2003-12-21,
Makaih Williams,Grand Canyon,33,24.3029,-1.16172,So,2004-10-15,
J.J. Howard,UT Rio Grande Valley,3,7.7667,-12.9347,So,2004-10-15,
Tank Byard,Rider,28,11.0250,-2.17216,Sr,2002-10-15,
Djahi Binet,Alcorn St.,30,25.6516,-2.33373,Sr,2002-10-15,
Del'Jayvien Harried,Alcorn St.,14,4.9000,-5.55863,Sr,2002-10-15,
Jalyke Gaines-Wyatt,Alcorn St.,29,28.6533,-5.21633,So,2004-10-15,
Seydou Traore,Iowa,27,16.5185,0.507432,So,2003-12-19,
Nick Richart,Charlotte,7,7.3125,-8.64485,So,2004-10-15,
Braeden Shrewsberry,Notre Dame,26,34.6385,1.60232,So,2006-02-07,
Carey Booth,Illinois,21,5.1619,-4.1729,So,2005-07-18,
Christian Jones,George Washington,33,23.9147,0.76097,Fr,2004-10-15,
Markus Burton,Notre Dame,26,33.6808,3.09897,So,2004-10-03,
Logan Imes,Notre Dame,26,9.2423,-3.56385,So,2004-10-15,
Morris Ugusuk,South Carolina,32,22.2625,0.980244,So,2004-11-05,
Austin Herro,South Carolina,10,1.4700,-7.51381,So,2004-10-15,
Arden Conyers,South Carolina,23,13.4609,-1.94196,So,2004-10-15,
Jerrell Bellamy,Troy,30,10.0313,-0.300522,Jr,2002-10-15,
Lazar Djokovic,Charleston,28,23.9138,0.994729,So,2004-04-15,
Jonas Sirtautas,Radford,23,7.9480,-2.65364,So,2002-11-20,
Aday Mara,UCLA,33,13.0667,14.0761,So,2005-04-07,12
Kris Parker,Villanova,27,10.0519,-0.378401,Fr,2004-09-11,
Jarin Stevenson,Alabama,37,18.6946,6.49601,So,2005-10-15,
Mouhamed Dioubate,Alabama,37,15.9757,12.0039,So,2003-12-13,
Sam Walters,Michigan,23,12.6435,4.29176,So,2004-06-22,
Cam Christy,Winthrop,4,1.9571,-12.7972,Jr,2003-10-15,
Christian Coleman,UAB,36,27.5514,2.35395,Sr,2000-08-28,
Zack Davidson,Montana,14,6.4188,-1.67062,So,2004-10-15,
Money Williams,Montana,32,27.1486,-0.352252,So,2005-08-10,
Levi Lawal,NJIT,20,19.8333,-6.26288,So,2004-10-15,
Jan Vide,Loyola Marymount,31,19.3031,-1.7418,So,2005-01-15,
Khaled Khaled,Illinois Chicago,7,1.7800,-19.2738,So,2004-10-15,
Courtney Anderson,Colorado,4,3.9250,-9.26729,Fr,2005-08-15,
Sam Wright,Colgate,32,14.1576,-2.59403,So,2004-10-15,
Cooper Wright,Colgate,10,6.3182,1.46703,So,2004-10-15,
Parker Jones,Colgate,31,27.7094,-0.243063,So,2004-10-15,
Jalen Cox,Colgate,30,28.8387,-0.812055,So,2004-10-15,
Josiah Dotzler,Saint Louis,2,11.5667,-10.9512,So,2004-10-15,
Brock Vice,North Texas,4,3.5000,-16.8436,Fr,2004-10-15,
Isaiah Griffin,Eastern Illinois,3,9.5500,-13.1831,So,2004-10-15,
Braelon Green,Bowling Green,29,15.8000,-7.52718,So,2004-10-15,
Jackson Seale,Eastern Washington,16,4.4889,-8.2946,So,2004-10-15,
Sebastian Hartmann,Eastern Washington,28,29.2233,-1.06278,So,2004-09-20,
Mason Williams,Eastern Washington,25,28.0852,-3.52375,So,2005-07-03,
Keenan Bey,UMass Lowell,1,10.2667,-28.2478,So,2004-08-19,
Vice Zanki,Eastern Washington,30,16.5531,-4.60673,So,2004-04-28,
Emmett Marquardt,Eastern Washington,30,22.7406,0.696203,So,2004-10-15,
Zion Stanford,Temple,30,27.6290,-0.786237,So,2004-10-15,
Kyle Layton,Tennessee Tech,30,31.7844,-3.13916,So,2004-10-15,
Cade Phillips,Tennessee,38,14.9974,8.58615,So,2004-08-16,
Rylee Samons,Tennessee Tech,1,2.3000,-14.8858,So,2004-10-15,
Cameron Carr,Tennessee,4,10.5250,10.4465,So,2004-11-24,24
J.P. Estrella,Tennessee,3,10.2333,8.90968,So,2004-09-03,
Rueben Chinyelu,Florida,40,19.0175,7.17589,So,2003-09-30,
Christian King,Washington,19,8.9000,2.25839,So,2004-10-15,
Max Frazier,Central Connecticut,26,9.9889,0.850161,So,2004-10-15,
Michael Evbagharu,Central Arkansas,28,26.1000,-6.31338,So,2004-10-22,
Michael Ojo,Siena,9,6.4222,-6.15147,So,2004-10-15,
Kyle Winters,Siena,15,3.4200,-12.7059,So,2004-10-15,
Bralyn Smith,Siena,3,5.4000,-10.8554,So,2004-10-15,
Mosi Clayton,Siena,1,2.4000,-32.6287,So,2004-10-15,
Tunde Vahlberg Fasasi,La Salle,32,20.8879,-0.122997,So,2004-06-04,
Jamar Brown,UMKC,27,33.3700,2.86542,Sr,2001-08-18,
Louie Semona,Stonehill,30,27.8187,-3.31002,So,2004-10-15,
Drew Fielder,Georgetown,31,23.5290,0.287196,So,2004-10-06,
Hashem Asadallah,Georgetown,5,1.5200,-21.1361,So,2005-04-02,
Isaac Varghese,UMBC,2,2.5000,-8.02482,So,2004-10-15,
Todd Brogna,Stonehill,28,28.3800,-0.275804,So,2004-10-15,
Mason So,UNC Greensboro,12,6.6143,-9.26306,So,2004-10-15,
Zvonimir Ivisic,Arkansas,35,19.0971,7.76286,So,2003-08-09,
Joaquim ArauzMoore,Gonzaga,4,2.5750,-2.38929,So,2004-10-15,
Thomas Tillman,Furman,2,2.1800,-11.6731,Jr,2003-10-15,
Payton Pitts,Harvard,4,1.2500,-17.8736,So,2004-10-15,
Drew Carter,Oregon,4,1.9750,4.5415,Jr,2003-10-15,
"Orlando Horton, Jr.",Prairie View A&M,24,19.5080,-5.60975,So,2004-10-15,
Dominique Daniels Jr.,Cal Baptist,29,35.1207,-0.982413,Jr,2003-10-15,
Cayden Vasko,Central Michigan,27,32.5677,-0.463634,So,2004-10-15,
Jacob Bannarbie,UNLV,19,6.6368,-1.86815,Fr,2004-10-15,
Brooklyn Hicks,UNLV,33,19.8212,-0.942442,So,2004-10-15,
Marqui Worthy,Massachusetts,30,18.1839,-6.00917,So,2004-10-15,
Allen Myers,Manhattan,1,2.5000,-1.97987,So,2004-10-15,
Jayden Ndjigue,Massachusetts,30,25.3903,1.00242,So,2004-10-15,
Cooper Josefsberg,Florida,4,1.0500,0.525533,So,2004-10-15,
Ian Imegwu,Cornell,2,5.4500,-26.7641,So,2004-10-15,
Jacob Beccles,Cornell,27,17.0552,-1.30955,So,2004-10-15,
Matthew Reed,Tulsa,25,10.8185,-6.70619,So,2004-10-15,
Richard Nweke,Columbia,3,5.7000,-19.1112,So,2004-10-15,
Cyr Malonga,East Carolina,16,7.1778,-6.88275,So,2004-10-15,
Arop Arop,Columbia,4,6.5167,-19.3489,So,2004-10-15,
Callum Richard,East Carolina,3,2.6250,-3.9722,So,2004-10-15,
Ryan Archey,Coppin St.,3,19.6333,-21.5952,So,2003-10-04,
Ben Radford,Tulsa,1,2.6000,-7.00338,So,2004-10-15,
Tayton Conerway,Troy,32,30.3912,8.23878,Sr,2002-01-11,
Tyshawn Archie,Tulsa,31,22.0848,-2.91367,So,2004-10-15,
Chilaydrien Newton,Grambling St.,27,19.8276,0.157748,So,2004-10-15,
Mikale Stevenson,Grambling St.,31,31.5353,-0.807779,Jr,2003-10-15,
Logan Robeson,Hawaii,9,1.6200,-7.45097,Fr,2004-10-15,
Tom Beattie,Hawaii,29,26.0903,-3.42965,So,2004-12-29,
Drew Steffe,Southern Illinois,31,26.2545,0.713244,Fr,2004-05-13,
Akira Jacobs,Hawaii,28,18.8833,-2.65469,So,2004-04-13,
Mier Panoam,North Dakota,30,28.2394,-0.364129,So,2004-10-02,
Eemeli Yalaho,Texas Tech,8,11.2875,4.89268,So,2004-05-23,
Spencer Elliott,Tulane,14,5.3125,-8.85844,Fr,2004-09-25,
Myles Jenkins,Stephen F. Austin,22,20.3167,-4.19963,Sr,2002-10-15,
KJ Debrick,Cleveland St.,30,8.5030,2.48464,Sr,2002-10-15,
Elijah Jones,Charleston,30,12.3871,-0.259306,Sr,2002-10-15,
Rich Byhre,St. Thomas,31,14.9029,-1.53805,Sr,2001-10-15,
Nasir DeGruy,Abilene Christian,29,18.0188,-3.6595,Jr,2003-10-15,
Kavion McClain,Texas Southern,28,31.4000,-1.9056,Sr,2002-10-15,
Tre'Von Spillers,Wake Forest,32,33.2719,4.78217,Sr,2002-10-15,
Reed Trapp,Auburn,1,1.1000,0.944628,Jr,2003-10-15,
Randarius Jones,Troy,27,8.6207,0.959071,Sr,2002-10-15,
Evan Otten,Idaho St.,27,22.4467,1.87501,Fr,2004-10-15,
Chase Walker,Illinois St.,34,24.2429,4.58095,So,2004-10-15,
Jayden Mojica,UC Riverside,2,2.1750,-14.3569,So,2004-10-15,
Ty Blake,Illinois St.,3,2.6000,-6.22227,So,2004-10-15,
Corey Jones,UNC Asheville,2,8.1333,-21.2384,So,2004-10-15,
Sasa Ciani,Illinois Chicago,26,20.3107,-0.480052,So,2003-03-25,
CJ Rich,USC Upstate,12,3.6000,-12.8229,So,2004-10-15,
Yaqub Mir,UC San Diego,2,5.6667,-13.8519,So,2004-10-15,
Ryan Bolton Jr.,Prairie View A&M,23,8.2708,-5.02831,Fr,2004-10-15,
Junjie Wang,San Francisco,32,20.0152,-0.160058,So,2005-04-03,
Jasen Brooks,UC San Diego,16,4.3500,-1.24258,So,2004-10-15,
Isaac Harrell,Elon,30,21.0375,-1.22247,So,2004-10-15,
Matt Curtis,Fairfield,6,3.9833,-14.2651,So,2004-10-15,
Bryce Ford,Toledo,32,21.8061,-2.48558,So,2004-10-15,
Kyson Rose,Idaho,18,13.6450,-2.21464,Sr,2002-10-15,
Stephan Snagg,Binghamton,6,3.2857,-9.52245,So,2004-10-15,
Joey Hart,Ball St.,26,10.8655,-4.78892,So,2004-10-15,
Jurica Zagorsak,Ball St.,1,4.5667,-33.3155,So,2005-01-14,
Kilian Brockhoff,Saint Louis,21,4.3000,-6.25608,So,2004-05-17,
Jason Fontenet II,UC Santa Barbara,32,29.5382,0.678574,So,2004-10-18,
Augustus Gerhart,Penn,26,14.9077,-1.97691,So,2004-10-15,
Sam Brown,Penn,27,33.0407,-1.90675,So,2004-10-15,
Gavin Griffiths,Nebraska,16,8.4875,3.37191,So,2004-07-10,
Jamichael Davis,Rutgers,32,17.9812,2.30589,So,2005-03-20,
Niklas Polonowski,Penn,24,13.8000,-8.59817,So,2005-01-11,
Mezziah Oakman,Portland,11,9.5385,-4.92621,Jr,2002-10-15,
Emmanuel Ogbole,Rutgers,23,13.2435,0.592305,Jr,2003-10-15,
Amahrie Simpkins,Morgan St.,22,27.2731,-2.72535,Sr,2002-10-15,
Demajion Topps,Morgan St.,14,9.9588,-8.35162,Jr,2003-10-15,
Blaise Threatt,Weber St.,29,35.1594,3.955,Sr,2000-09-08,
JD Plough,USC,1,0.9000,-39.9844,Sr,2001-04-06,
Daniel Akitoby,Morgan St.,28,23.8531,-0.210629,Sr,2002-10-15,
Dylan Faulkner,Lipscomb,13,17.4933,8.78315,So,2004-10-15,
Cody Head,Arkansas St.,18,6.2158,-5.45176,So,2004-10-15,
Colin Ruffin,Lindenwood,16,9.5263,-7.59714,So,2004-10-15,
Kai Yu,Liberty,12,3.1067,-9.03461,Fr,2004-10-15,
Curtis Blair III,Liberty,12,5.8200,-5.76033,Fr,2004-10-15,
Weston Aigner,Evansville,3,5.3500,-8.19683,So,2004-10-15,
Michael Day,Evansville,26,9.9037,-5.44901,So,2004-10-15,
Dakota Candler,Evansville,2,2.4333,-22.7523,So,2004-10-15,
Gui Tesch,Evansville,22,13.8957,-4.30487,So,2004-05-29,
Julius Ellerbe III,Coppin St.,26,27.0962,-4.75237,Sr,2002-10-15,
Ben Humrichous,Illinois,35,25.8771,6.05049,Sr,2002-07-28,
Nikola Milosevic,Little Rock,8,5.3500,-9.5082,So,2004-10-15,
Sterling Young,Florida A&M,26,25.5679,-4.21889,Sr,2002-10-15,
Kristiyan Popov,Little Rock,15,7.2529,-11.618,So,2005-01-21,
Andrew Bailey,Charlotte,6,1.1571,-12.8328,So,2004-10-15,
Jon Sanders,Northwestern St.,28,19.7267,-6.39098,Sr,2002-10-15,
Lase Olalere,Charleston Southern,22,11.6542,-6.89485,Fr,2004-10-15,
J.D. Roberts,Central Arkansas,5,2.3000,-28.8567,Fr,2004-10-15,
Nicco DiGiulio,Canisius,10,1.6700,-29.9112,Fr,2004-10-15,
Trent Middleton Jr.,Delaware,30,17.4031,-2.8894,So,2004-10-15,
Aa'reyon Munir-Jones,Coppin St.,8,8.4889,-15.2164,So,2004-10-15,
Brandon White,Western Carolina,1,2.1500,-22.2269,So,2004-10-15,
Keynan Davis,The Citadel,9,23.7923,-5.91132,So,2004-10-15,
Jizzle James,Cincinnati,35,27.1371,2.34616,So,2004-12-25,
Rayvon Griffith,Cincinnati,19,5.7053,-0.256702,So,2004-10-10,
Mayar Wol,Eastern Kentucky,30,23.8938,-1.94885,So,2004-10-15,
James Scott,Louisville,35,23.6143,9.17456,So,2004-10-15,
Kam Roberts,The Citadel,7,9.6700,-13.604,So,2004-10-15,
Christian Moore,The Citadel,25,23.0276,-3.59633,Fr,2004-10-15,
Horace Simmons,Drexel,17,6.0722,-11.2,Fr,2004-10-15,
Greg Spurgin,Bowling Green,1,8.1667,-19.3661,Jr,2003-10-15,
Rahmir Barno,Florida Gulf Coast,24,28.3080,-2.74176,So,2004-10-15,
Leo Nordberg,Longwood,12,4.9071,-14.6287,So,2004-04-03,
Donovan Draper,Navy,33,28.3941,1.50404,Jr,2002-12-31,
Deywilk Tavarez,Charleston,26,27.4667,-0.875163,So,2004-10-15,
Trevor Smith,Hampton,30,11.8455,-5.45717,So,2004-04-25,
Jaylen Crocker-Johnson,Colorado St.,36,21.5167,4.23021,So,2004-10-15,
Noah Amenhauser,Coastal Carolina,30,22.3387,-2.30396,So,2004-08-17,
Race Herr,Gardner Webb,5,4.8200,-12.631,So,2004-10-15,
Cooper Bowser,Furman,32,25.6800,2.86912,So,2004-10-15,
Nick Dorn,Elon,23,30.8200,-2.94364,So,2004-10-15,
Kaden Gumbs,Texas St.,26,30.2036,-1.83199,So,2004-10-15,
Ryan Beasley,San Francisco,28,25.2483,2.48644,So,2004-10-15,
Grant Gondrezick II,Detroit Mercy,20,22.8810,-6.3095,Fr,2004-10-15,
Aidan Burke,UC San Diego,33,13.0314,0.667793,So,2004-10-15,
Sebastian Mack,UCLA,34,20.9618,1.80917,So,2004-02-13,
Kendall Campbell,Elon,27,6.5107,-4.18929,So,2004-10-15,
